action_type,combined_shot_type,game_id,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,game_date,matchup,opponent
Jump Shot,Jump Shot,20801104,1,4,0,8-Sep,27,24,0,3PT Field Goal,Center(C),Above the Break 3,2009/3/31,LAL @ CHA,CHA
Jump Shot,Jump Shot,20801104,1,4,0,8-Sep,1,17,1,2PT Field Goal,Right Side Center(RC),Mid-Range,2009/3/31,LAL @ CHA,CHA
Layup Shot,Layup,20801117,10,1,0,8-Sep,56,0,1,2PT Field Goal,Center(C),Restricted Area,2009/4/1,LAL @ MIL,MIL
Jump Shot,Jump Shot,20801117,7,1,0,8-Sep,8,16,1,2PT Field Goal,Right Side Center(RC),Mid-Range,2009/4/1,LAL @ MIL,MIL
Layup Shot,Layup,20801117,4,1,0,8-Sep,11,0,1,2PT Field Goal,Center(C),Restricted Area,2009/4/1,LAL @ MIL,MIL
Jump Shot,Jump Shot,20801117,5,2,0,8-Sep,53,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,2009/4/1,LAL @ MIL,MIL
Jump Shot,Jump Shot,20801117,5,2,0,8-Sep,21,19,0,2PT Field Goal,Left Side Center(LC),Mid-Range,2009/4/1,LAL @ MIL,MIL
Jump Shot,Jump Shot,20801117,3,2,0,8-Sep,53,17,1,2PT Field Goal,Left Side Center(LC),Mid-Range,2009/4/1,LAL @ MIL,MIL
Layup Shot,Layup,20801117,1,2,0,8-Sep,49,0,1,2PT Field Goal,Center(C),Restricted Area,2009/4/1,LAL @ MIL,MIL
Jump Shot,Jump Shot,20801117,9,3,0,8-Sep,57,17,0,2PT Field Goal,Left Side Center(LC),Mid-Range,2009/4/1,LAL @ MIL,MIL
Jump Shot,Jump Shot,20801117,7,3,0,8-Sep,13,8,0,2PT Field Goal,Left Side(L),Mid-Range,2009/4/1,LAL @ MIL,MIL
Jump Shot,Jump Shot,20801117,4,3,0,8-Sep,24,9,0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),2009/4/1,LAL @ MIL,MIL
Layup Shot,Layup,20801117,1,3,0,8-Sep,59,0,0,2PT Field Goal,Center(C),Restricted Area,2009/4/1,LAL @ MIL,MIL
Layup Shot,Layup,20801117,9,4,0,8-Sep,57,0,0,2PT Field Goal,Center(C),Restricted Area,2009/4/1,LAL @ MIL,MIL
Jump Shot,Jump Shot,20801117,7,4,0,8-Sep,28,10,0,2PT Field Goal,Left Side(L),Mid-Range,2009/4/1,LAL @ MIL,MIL
Layup Shot,Layup,20801117,7,4,0,8-Sep,21,0,1,2PT Field Goal,Center(C),Restricted Area,2009/4/1,LAL @ MIL,MIL
Layup Shot,Layup,20801117,3,4,0,8-Sep,47,0,1,2PT Field Goal,Center(C),Restricted Area,2009/4/1,LAL @ MIL,MIL
Jump Shot,Jump Shot,20801117,3,4,0,8-Sep,4,8,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),2009/4/1,LAL @ MIL,MIL
Jump Shot,Jump Shot,20801117,1,4,0,8-Sep,24,22,0,3PT Field Goal,Right Side(R),Right Corner 3,2009/4/1,LAL @ MIL,MIL
Jump Shot,Jump Shot,20801117,0,4,0,8-Sep,57,9,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2009/4/1,LAL @ MIL,MIL
Jump Shot,Jump Shot,20801117,0,4,0,8-Sep,28,20,0,2PT Field Goal,Left Side Center(LC),Mid-Range,2009/4/1,LAL @ MIL,MIL
Layup Shot,Layup,20801134,9,1,0,8-Sep,14,0,0,2PT Field Goal,Center(C),Restricted Area,2009/4/3,LAL vs. HOU,HOU
Jump Shot,Jump Shot,20801134,8,1,0,8-Sep,52,27,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2009/4/3,LAL vs. HOU,HOU
Jump Shot,Jump Shot,20801134,0,1,0,8-Sep,26,25,0,3PT Field Goal,Center(C),Above the Break 3,2009/4/3,LAL vs. HOU,HOU
Driving Layup Shot,Layup,20801134,7,2,0,8-Sep,19,0,0,2PT Field Goal,Center(C),Restricted Area,2009/4/3,LAL vs. HOU,HOU
Jump Shot,Jump Shot,20801134,2,2,0,8-Sep,56,26,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,2009/4/3,LAL vs. HOU,HOU
Turnaround Fadeaway shot,Jump Shot,20801134,0,2,0,8-Sep,23,10,1,2PT Field Goal,Center(C),In The Paint (Non-RA),2009/4/3,LAL vs. HOU,HOU
Driving Slam Dunk Shot,Dunk,20801134,6,3,0,8-Sep,48,0,1,2PT Field Goal,Center(C),Restricted Area,2009/4/3,LAL vs. HOU,HOU
Jump Shot,Jump Shot,20801134,4,3,0,8-Sep,7,28,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2009/4/3,LAL vs. HOU,HOU
Jump Shot,Jump Shot,20801134,6,4,0,8-Sep,24,18,1,2PT Field Goal,Left Side(L),Mid-Range,2009/4/3,LAL vs. HOU,HOU
Jump Shot,Jump Shot,20801134,4,4,0,8-Sep,23,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,2009/4/3,LAL vs. HOU,HOU
Pullup Jump shot,Jump Shot,20801134,3,4,0,8-Sep,55,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,2009/4/3,LAL vs. HOU,HOU
Jump Shot,Jump Shot,20801152,11,1,0,8-Sep,38,14,0,2PT Field Goal,Left Side(L),Mid-Range,2009/4/5,LAL vs. LAC,LAC
Layup Shot,Layup,20801152,9,1,0,8-Sep,28,0,1,2PT Field Goal,Center(C),Restricted Area,2009/4/5,LAL vs. LAC,LAC
Jump Shot,Jump Shot,20801152,6,1,0,8-Sep,17,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,2009/4/5,LAL vs. LAC,LAC
Jump Shot,Jump Shot,20801152,2,1,0,8-Sep,58,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,2009/4/5,LAL vs. LAC,LAC
Jump Shot,Jump Shot,20801152,5,2,0,8-Sep,33,11,0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),2009/4/5,LAL vs. LAC,LAC
Layup Shot,Layup,20801152,2,2,0,8-Sep,48,0,0,2PT Field Goal,Center(C),Restricted Area,2009/4/5,LAL vs. LAC,LAC
Jump Shot,Jump Shot,20801152,1,2,0,8-Sep,26,26,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,2009/4/5,LAL vs. LAC,LAC
Jump Shot,Jump Shot,20801152,0,2,0,8-Sep,50,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2009/4/5,LAL vs. LAC,LAC
Jump Shot,Jump Shot,20801152,0,2,0,8-Sep,2,20,0,2PT Field Goal,Center(C),Mid-Range,2009/4/5,LAL vs. LAC,LAC
Jump Shot,Jump Shot,20801152,7,3,0,8-Sep,32,15,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2009/4/5,LAL vs. LAC,LAC
Jump Shot,Jump Shot,20801152,5,3,0,8-Sep,11,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2009/4/5,LAL vs. LAC,LAC
Jump Shot,Jump Shot,20801152,1,3,0,8-Sep,33,4,1,2PT Field Goal,Center(C),In The Paint (Non-RA),2009/4/5,LAL vs. LAC,LAC
Jump Shot,Jump Shot,20801152,4,4,0,8-Sep,33,18,0,2PT Field Goal,Left Side Center(LC),Mid-Range,2009/4/5,LAL vs. LAC,LAC
Turnaround Jump Shot,Jump Shot,20801152,3,4,0,8-Sep,56,13,0,2PT Field Goal,Right Side(R),Mid-Range,2009/4/5,LAL vs. LAC,LAC
Jump Shot,Jump Shot,20801152,1,4,0,8-Sep,17,24,0,3PT Field Goal,Center(C),Above the Break 3,2009/4/5,LAL vs. LAC,LAC
Finger Roll Layup Shot,Layup,20801160,11,1,0,8-Sep,44,4,1,2PT Field Goal,Center(C),In The Paint (Non-RA),2009/4/7,LAL @ SAC,SAC
Jump Shot,Jump Shot,20801160,10,1,0,8-Sep,18,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2009/4/7,LAL @ SAC,SAC
Jump Shot,Jump Shot,20801160,8,1,0,8-Sep,0,24,0,3PT Field Goal,Center(C),Above the Break 3,2009/4/7,LAL @ SAC,SAC
Fadeaway Jump Shot,Jump Shot,20801160,7,1,0,8-Sep,10,10,0,2PT Field Goal,Right Side(R),Mid-Range,2009/4/7,LAL @ SAC,SAC
Reverse Layup Shot,Layup,20801160,2,1,0,8-Sep,31,0,0,2PT Field Goal,Center(C),Restricted Area,2009/4/7,LAL @ SAC,SAC
Jump Shot,Jump Shot,20801160,0,1,0,8-Sep,51,22,1,2PT Field Goal,Left Side Center(LC),Mid-Range,2009/4/7,LAL @ SAC,SAC
Fadeaway Jump Shot,Jump Shot,20801160,3,2,0,8-Sep,57,11,0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),2009/4/7,LAL @ SAC,SAC
Driving Reverse Layup Shot,Layup,20801160,1,2,0,8-Sep,15,0,1,2PT Field Goal,Center(C),Restricted Area,2009/4/7,LAL @ SAC,SAC
Turnaround Jump Shot,Jump Shot,20801160,0,2,0,8-Sep,20,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),2009/4/7,LAL @ SAC,SAC
Jump Shot,Jump Shot,20801160,11,3,0,8-Sep,37,15,1,2PT Field Goal,Center(C),Mid-Range,2009/4/7,LAL @ SAC,SAC
Jump Shot,Jump Shot,20801160,8,3,0,8-Sep,23,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2009/4/7,LAL @ SAC,SAC
Layup Shot,Layup,20801160,7,3,0,8-Sep,19,2,1,2PT Field Goal,Center(C),Restricted Area,2009/4/7,LAL @ SAC,SAC
Jump Shot,Jump Shot,20801160,5,3,0,8-Sep,33,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,2009/4/7,LAL @ SAC,SAC
Driving Layup Shot,Layup,20801160,4,3,0,8-Sep,2,0,1,2PT Field Goal,Center(C),Restricted Area,2009/4/7,LAL @ SAC,SAC
Jump Shot,Jump Shot,20801160,1,3,0,8-Sep,32,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2009/4/7,LAL @ SAC,SAC
Jump Shot,Jump Shot,20801160,0,3,0,8-Sep,1,58,0,3PT Field Goal,Back Court(BC),Backcourt,2009/4/7,LAL @ SAC,SAC
Jump Shot,Jump Shot,20801175,6,1,0,8-Sep,54,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,2009/4/9,LAL vs. DEN,DEN
Jump Shot,Jump Shot,20801175,5,1,0,8-Sep,21,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2009/4/9,LAL vs. DEN,DEN
Driving Layup Shot,Layup,20801175,3,1,0,8-Sep,29,0,1,2PT Field Goal,Center(C),Restricted Area,2009/4/9,LAL vs. DEN,DEN
Jump Shot,Jump Shot,20801175,0,1,0,8-Sep,0,21,0,2PT Field Goal,Left Side(L),Mid-Range,2009/4/9,LAL vs. DEN,DEN
Fadeaway Jump Shot,Jump Shot,20801175,5,2,0,8-Sep,18,19,1,2PT Field Goal,Left Side Center(LC),Mid-Range,2009/4/9,LAL vs. DEN,DEN
Turnaround Fadeaway shot,Jump Shot,20801175,4,2,0,8-Sep,44,12,0,2PT Field Goal,Right Side(R),Mid-Range,2009/4/9,LAL vs. DEN,DEN
Driving Reverse Layup Shot,Layup,20801175,4,2,0,8-Sep,9,0,1,2PT Field Goal,Center(C),Restricted Area,2009/4/9,LAL vs. DEN,DEN
Jump Shot,Jump Shot,20801175,2,2,0,8-Sep,32,13,1,2PT Field Goal,Right Side(R),Mid-Range,2009/4/9,LAL vs. DEN,DEN
Jump Shot,Jump Shot,20801175,10,3,0,8-Sep,14,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2009/4/9,LAL vs. DEN,DEN
Jump Shot,Jump Shot,20801175,8,3,0,8-Sep,16,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2009/4/9,LAL vs. DEN,DEN
Jump Shot,Jump Shot,20801175,7,3,0,8-Sep,11,12,0,2PT Field Goal,Right Side(R),Mid-Range,2009/4/9,LAL vs. DEN,DEN
Layup Shot,Layup,20801175,5,3,0,8-Sep,31,0,1,2PT Field Goal,Center(C),Restricted Area,2009/4/9,LAL vs. DEN,DEN
Running Jump Shot,Jump Shot,20801175,5,3,0,8-Sep,34,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2009/4/9,LAL vs. DEN,DEN
Driving Layup Shot,Layup,20801175,4,3,0,8-Sep,10,0,0,2PT Field Goal,Center(C),Restricted Area,2009/4/9,LAL vs. DEN,DEN
Fadeaway Jump Shot,Jump Shot,20801175,1,3,0,8-Sep,39,22,1,2PT Field Goal,Right Side Center(RC),Mid-Range,2009/4/9,LAL vs. DEN,DEN
Floating Jump shot,Jump Shot,20801175,5,4,0,8-Sep,28,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2009/4/9,LAL vs. DEN,DEN
Jump Bank Shot,Jump Shot,20801175,5,4,0,8-Sep,6,13,1,2PT Field Goal,Left Side(L),Mid-Range,2009/4/9,LAL vs. DEN,DEN
Driving Reverse Layup Shot,Layup,20801175,4,4,0,8-Sep,6,0,1,2PT Field Goal,Center(C),Restricted Area,2009/4/9,LAL vs. DEN,DEN
Jump Shot,Jump Shot,20801175,2,4,0,8-Sep,19,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2009/4/9,LAL vs. DEN,DEN
Driving Layup Shot,Layup,20801186,8,1,0,8-Sep,7,0,0,2PT Field Goal,Center(C),Restricted Area,2009/4/10,LAL @ POR,POR
Jump Shot,Jump Shot,20801186,5,1,0,8-Sep,55,25,1,3PT Field Goal,Center(C),Above the Break 3,2009/4/10,LAL @ POR,POR
Jump Shot,Jump Shot,20801186,5,1,0,8-Sep,31,15,0,2PT Field Goal,Right Side(R),Mid-Range,2009/4/10,LAL @ POR,POR
Jump Shot,Jump Shot,20801186,3,1,0,8-Sep,20,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,2009/4/10,LAL @ POR,POR
Fadeaway Jump Shot,Jump Shot,20801186,2,1,0,8-Sep,56,16,0,2PT Field Goal,Right Side(R),Mid-Range,2009/4/10,LAL @ POR,POR
Jump Shot,Jump Shot,20801186,4,2,0,8-Sep,6,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2009/4/10,LAL @ POR,POR
Jump Shot,Jump Shot,20801186,2,2,0,8-Sep,34,12,1,2PT Field Goal,Center(C),In The Paint (Non-RA),2009/4/10,LAL @ POR,POR
Jump Shot,Jump Shot,20801186,2,2,0,8-Sep,13,19,0,2PT Field Goal,Left Side Center(LC),Mid-Range,2009/4/10,LAL @ POR,POR
Layup Shot,Layup,20801186,1,2,0,8-Sep,10,0,0,2PT Field Goal,Center(C),Restricted Area,2009/4/10,LAL @ POR,POR
Driving Layup Shot,Layup,20801186,10,3,0,8-Sep,57,0,0,2PT Field Goal,Center(C),Restricted Area,2009/4/10,LAL @ POR,POR
Hook Shot,Hook Shot,20801186,9,3,0,8-Sep,42,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2009/4/10,LAL @ POR,POR
Jump Shot,Jump Shot,20801186,5,3,0,8-Sep,27,25,1,3PT Field Goal,Center(C),Above the Break 3,2009/4/10,LAL @ POR,POR
Hook Shot,Hook Shot,20801186,5,3,0,8-Sep,2,4,1,2PT Field Goal,Center(C),In The Paint (Non-RA),2009/4/10,LAL @ POR,POR
Fadeaway Jump Shot,Jump Shot,20801186,4,3,0,8-Sep,7,11,1,2PT Field Goal,Right Side(R),Mid-Range,2009/4/10,LAL @ POR,POR
Jump Shot,Jump Shot,20801186,3,3,0,8-Sep,25,24,0,3PT Field Goal,Center(C),Above the Break 3,2009/4/10,LAL @ POR,POR
Jump Shot,Jump Shot,20801186,0,3,0,8-Sep,59,20,0,2PT Field Goal,Left Side(L),Mid-Range,2009/4/10,LAL @ POR,POR
Pullup Jump shot,Jump Shot,20801186,5,4,0,8-Sep,49,14,1,2PT Field Goal,Left Side(L),Mid-Range,2009/4/10,LAL @ POR,POR
Jump Shot,Jump Shot,20801186,5,4,0,8-Sep,15,23,1,2PT Field Goal,Right Side Center(RC),Mid-Range,2009/4/10,LAL @ POR,POR
Pullup Jump shot,Jump Shot,20801186,4,4,0,8-Sep,38,19,0,2PT Field Goal,Left Side Center(LC),Mid-Range,2009/4/10,LAL @ POR,POR
Driving Layup Shot,Layup,20801186,3,4,0,8-Sep,36,0,1,2PT Field Goal,Center(C),Restricted Area,2009/4/10,LAL @ POR,POR
Jump Shot,Jump Shot,20801186,2,4,0,8-Sep,20,16,0,2PT Field Goal,Left Side Center(LC),Mid-Range,2009/4/10,LAL @ POR,POR
Jump Shot,Jump Shot,20801186,1,4,0,8-Sep,33,22,0,2PT Field Goal,Center(C),Mid-Range,2009/4/10,LAL @ POR,POR
Jump Shot,Jump Shot,20801186,0,4,0,8-Sep,48,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2009/4/10,LAL @ POR,POR
Jump Shot,Jump Shot,20801186,0,4,0,8-Sep,11,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2009/4/10,LAL @ POR,POR
Jump Shot,Jump Shot,20801201,5,1,0,8-Sep,16,15,1,2PT Field Goal,Center(C),Mid-Range,2009/4/12,LAL vs. MEM,MEM
Jump Shot,Jump Shot,20801201,4,1,0,8-Sep,18,14,1,2PT Field Goal,Center(C),Mid-Range,2009/4/12,LAL vs. MEM,MEM
Turnaround Fadeaway shot,Jump Shot,20801201,2,1,0,8-Sep,34,13,1,2PT Field Goal,Left Side(L),Mid-Range,2009/4/12,LAL vs. MEM,MEM
Layup Shot,Layup,20801201,5,2,0,8-Sep,32,0,0,2PT Field Goal,Center(C),Restricted Area,2009/4/12,LAL vs. MEM,MEM
Turnaround Jump Shot,Jump Shot,20801201,3,2,0,8-Sep,28,17,1,2PT Field Goal,Right Side(R),Mid-Range,2009/4/12,LAL vs. MEM,MEM
Jump Shot,Jump Shot,20801201,1,2,0,8-Sep,7,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2009/4/12,LAL vs. MEM,MEM
Jump Shot,Jump Shot,20801201,8,3,0,8-Sep,52,10,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),2009/4/12,LAL vs. MEM,MEM
Jump Shot,Jump Shot,20801201,6,3,0,8-Sep,8,26,0,3PT Field Goal,Center(C),Above the Break 3,2009/4/12,LAL vs. MEM,MEM
Turnaround Jump Shot,Jump Shot,20801201,3,3,0,8-Sep,51,14,1,2PT Field Goal,Left Side(L),Mid-Range,2009/4/12,LAL vs. MEM,MEM
Jump Shot,Jump Shot,20801216,9,1,0,8-Sep,57,13,1,2PT Field Goal,Center(C),In The Paint (Non-RA),2009/4/14,LAL vs. UTA,UTA
Driving Layup Shot,Layup,20801216,5,1,0,8-Sep,9,0,1,2PT Field Goal,Center(C),Restricted Area,2009/4/14,LAL vs. UTA,UTA
Jump Shot,Jump Shot,20801216,11,3,0,8-Sep,20,18,0,2PT Field Goal,Center(C),Mid-Range,2009/4/14,LAL vs. UTA,UTA
Jump Shot,Jump Shot,20801216,9,3,0,8-Sep,52,8,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2009/4/14,LAL vs. UTA,UTA
Jump Shot,Jump Shot,20801216,7,3,0,8-Sep,0,25,0,3PT Field Goal,Center(C),Above the Break 3,2009/4/14,LAL vs. UTA,UTA
Jump Shot,Jump Shot,20801216,4,3,0,8-Sep,51,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,2009/4/14,LAL vs. UTA,UTA
Jump Shot,Jump Shot,20801216,4,3,0,8-Sep,4,16,1,2PT Field Goal,Right Side(R),Mid-Range,2009/4/14,LAL vs. UTA,UTA
Running Bank shot,Bank Shot,20801216,2,3,0,8-Sep,20,10,1,2PT Field Goal,Left Side(L),In The Paint (Non-RA),2009/4/14,LAL vs. UTA,UTA
Jump Shot,Jump Shot,20801216,1,3,0,8-Sep,53,22,0,2PT Field Goal,Center(C),Mid-Range,2009/4/14,LAL vs. UTA,UTA
Jump Shot,Jump Shot,20801216,10,4,0,8-Sep,3,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,2009/4/14,LAL vs. UTA,UTA
Jump Shot,Jump Shot,20801216,8,4,0,8-Sep,33,19,0,2PT Field Goal,Right Side(R),Mid-Range,2009/4/14,LAL vs. UTA,UTA
Layup Shot,Layup,20900004,11,1,0,9-Oct,0,0,0,2PT Field Goal,Center(C),Restricted Area,2009/10/27,LAL vs. LAC,LAC
Layup Shot,Layup,20900004,10,1,0,9-Oct,59,0,1,2PT Field Goal,Center(C),Restricted Area,2009/10/27,LAL vs. LAC,LAC
Turnaround Fadeaway shot,Jump Shot,20900004,10,1,0,9-Oct,22,18,1,2PT Field Goal,Left Side(L),Mid-Range,2009/10/27,LAL vs. LAC,LAC
Jump Shot,Jump Shot,20900004,9,1,0,9-Oct,53,17,0,2PT Field Goal,Right Side(R),Mid-Range,2009/10/27,LAL vs. LAC,LAC
Driving Slam Dunk Shot,Dunk,20900004,6,1,0,9-Oct,15,0,1,2PT Field Goal,Center(C),Restricted Area,2009/10/27,LAL vs. LAC,LAC
Jump Shot,Jump Shot,20900004,5,1,0,9-Oct,41,15,1,2PT Field Goal,Right Side(R),Mid-Range,2009/10/27,LAL vs. LAC,LAC
Pullup Jump shot,Jump Shot,20900004,3,1,0,9-Oct,10,19,1,2PT Field Goal,Left Side Center(LC),Mid-Range,2009/10/27,LAL vs. LAC,LAC
Layup Shot,Layup,20900004,1,1,0,9-Oct,26,0,0,2PT Field Goal,Center(C),Restricted Area,2009/10/27,LAL vs. LAC,LAC
Tip Shot,Tip Shot,20900004,1,1,0,9-Oct,24,0,0,2PT Field Goal,Center(C),Restricted Area,2009/10/27,LAL vs. LAC,LAC
Driving Layup Shot,Layup,20900004,0,2,0,9-Oct,27,2,1,2PT Field Goal,Center(C),Restricted Area,2009/10/27,LAL vs. LAC,LAC
Driving Reverse Layup Shot,Layup,20900004,11,3,0,9-Oct,27,0,1,2PT Field Goal,Center(C),Restricted Area,2009/10/27,LAL vs. LAC,LAC
Layup Shot,Layup,20900004,7,3,0,9-Oct,9,0,0,2PT Field Goal,Center(C),Restricted Area,2009/10/27,LAL vs. LAC,LAC
Tip Shot,Tip Shot,20900004,7,3,0,9-Oct,8,0,0,2PT Field Goal,Center(C),Restricted Area,2009/10/27,LAL vs. LAC,LAC
Jump Shot,Jump Shot,20900004,6,3,0,9-Oct,51,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,2009/10/27,LAL vs. LAC,LAC
Driving Layup Shot,Layup,20900004,3,3,0,9-Oct,45,0,0,2PT Field Goal,Center(C),Restricted Area,2009/10/27,LAL vs. LAC,LAC
Turnaround Fadeaway shot,Jump Shot,20900004,2,3,0,9-Oct,39,14,1,2PT Field Goal,Right Side(R),Mid-Range,2009/10/27,LAL vs. LAC,LAC
Jump Shot,Jump Shot,20900004,2,3,0,9-Oct,4,13,0,2PT Field Goal,Right Side(R),Mid-Range,2009/10/27,LAL vs. LAC,LAC
Jump Shot,Jump Shot,20900004,0,3,0,9-Oct,49,20,0,2PT Field Goal,Left Side Center(LC),Mid-Range,2009/10/27,LAL vs. LAC,LAC
Fadeaway Jump Shot,Jump Shot,20900004,10,4,0,9-Oct,39,17,0,2PT Field Goal,Center(C),Mid-Range,2009/10/27,LAL vs. LAC,LAC
Jump Shot,Jump Shot,20900004,9,4,0,9-Oct,56,8,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2009/10/27,LAL vs. LAC,LAC
Floating Jump shot,Jump Shot,20900004,9,4,0,9-Oct,40,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2009/10/27,LAL vs. LAC,LAC
Jump Shot,Jump Shot,20900004,5,4,0,9-Oct,39,28,0,3PT Field Goal,Center(C),Above the Break 3,2009/10/27,LAL vs. LAC,LAC
Driving Layup Shot,Layup,20900004,5,4,0,9-Oct,35,0,0,2PT Field Goal,Center(C),Restricted Area,2009/10/27,LAL vs. LAC,LAC
Jump Shot,Jump Shot,20900004,3,4,0,9-Oct,36,14,0,2PT Field Goal,Right Side(R),Mid-Range,2009/10/27,LAL vs. LAC,LAC
Jump Shot,Jump Shot,20900004,2,4,0,9-Oct,34,16,0,2PT Field Goal,Left Side(L),Mid-Range,2009/10/27,LAL vs. LAC,LAC
Driving Finger Roll Layup Shot,Layup,20900004,1,4,0,9-Oct,53,0,1,2PT Field Goal,Center(C),Restricted Area,2009/10/27,LAL vs. LAC,LAC
Jump Shot,Jump Shot,20900031,11,1,0,9-Oct,32,17,0,2PT Field Goal,Right Side(R),Mid-Range,2009/10/30,LAL vs. DAL,DAL
Jump Shot,Jump Shot,20900031,10,1,0,9-Oct,43,10,0,2PT Field Goal,Left Side(L),Mid-Range,2009/10/30,LAL vs. DAL,DAL
Reverse Layup Shot,Layup,20900031,9,1,0,9-Oct,38,0,1,2PT Field Goal,Center(C),Restricted Area,2009/10/30,LAL vs. DAL,DAL
Layup Shot,Layup,20900031,6,1,0,9-Oct,0,0,1,2PT Field Goal,Center(C),Restricted Area,2009/10/30,LAL vs. DAL,DAL
Jump Shot,Jump Shot,20900031,4,2,0,9-Oct,3,21,0,2PT Field Goal,Right Side Center(RC),Mid-Range,2009/10/30,LAL vs. DAL,DAL
Jump Shot,Jump Shot,20900031,3,2,0,9-Oct,35,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2009/10/30,LAL vs. DAL,DAL
Jump Shot,Jump Shot,20900031,3,2,0,9-Oct,2,16,0,2PT Field Goal,Left Side(L),Mid-Range,2009/10/30,LAL vs. DAL,DAL
Jump Bank Shot,Jump Shot,20900031,1,2,0,9-Oct,33,17,1,2PT Field Goal,Left Side Center(LC),Mid-Range,2009/10/30,LAL vs. DAL,DAL
Turnaround Jump Shot,Jump Shot,20900031,0,2,0,9-Oct,22,4,1,2PT Field Goal,Center(C),In The Paint (Non-RA),2009/10/30,LAL vs. DAL,DAL
Jump Shot,Jump Shot,20900031,10,3,0,9-Oct,51,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2009/10/30,LAL vs. DAL,DAL
Layup Shot,Layup,20900031,10,3,0,9-Oct,4,0,0,2PT Field Goal,Center(C),Restricted Area,2009/10/30,LAL vs. DAL,DAL
Layup Shot,Layup,20900031,5,3,0,9-Oct,35,0,0,2PT Field Goal,Center(C),Restricted Area,2009/10/30,LAL vs. DAL,DAL
Jump Shot,Jump Shot,20900031,2,3,0,9-Oct,25,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2009/10/30,LAL vs. DAL,DAL
Running Layup Shot,Layup,20900031,0,3,0,9-Oct,59,0,0,2PT Field Goal,Center(C),Restricted Area,2009/10/30,LAL vs. DAL,DAL
Driving Layup Shot,Layup,20900031,0,3,0,9-Oct,24,0,1,2PT Field Goal,Center(C),Restricted Area,2009/10/30,LAL vs. DAL,DAL
Jump Shot,Jump Shot,20900031,9,4,0,9-Oct,41,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2009/10/30,LAL vs. DAL,DAL
Jump Shot,Jump Shot,20900031,8,4,0,9-Oct,16,12,0,2PT Field Goal,Left Side(L),Mid-Range,2009/10/30,LAL vs. DAL,DAL
Jump Shot,Jump Shot,20900031,5,4,0,9-Oct,42,26,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,2009/10/30,LAL vs. DAL,DAL
Driving Layup Shot,Layup,20900031,4,4,0,9-Oct,16,0,0,2PT Field Goal,Center(C),Restricted Area,2009/10/30,LAL vs. DAL,DAL
Jump Shot,Jump Shot,20900045,11,1,0,9-Oct,43,22,0,2PT Field Goal,Center(C),Mid-Range,2009/11/1,LAL vs. ATL,ATL
